action,bytes,new_path,sha256,source_spec
recover_blob_to_supporting_assets,763148,docs/FINAL/_SUPPORTING_ASSETS_REFERENCE_v0.2.6/WEBAPP_ARCHITECTURE_CDC/CURRENT/MVP_QAIC_WEBAPP_ARCHITECTURE_CDC_v0_1_2_PRO_PACK_REPAIRED.zip,b3e0598fe66fc6ecad63628f57dc06ecca21dc7aa98ad9c1afc11110f5676379,mvp-qaic-r16-final-docs-support-assets-taxonomy-20260630^:docs/FINAL/99_SUPERSEDED_BY_REFERENCE_v0.2.6_20260630/WEBAPP_ARCHITECTURE_CDC/CURRENT/MVP_QAIC_WEBAPP_ARCHITECTURE_CDC_v0_1_2_PRO_PACK_REPAIRED.zip
