"import_batch_id","imported_at","exported_at","record_type","project_name","apps_script_id","script_id","script_file_name","module_family","detected_version","function_name","function_visibility","function_prefix","line_number","dependency_type","dependency_target","severity","security_flag","file_path","file_size_bytes","line_count","char_count","hash_sha256","public_function_count","internal_function_count","total_function_count","risk_hit_count","has_mvpqaic_reference","has_network_logic","has_bigquery_logic","has_drive_logic","has_properties_logic","has_trigger_logic","has_delete_or_clear_risk","calls_spreadsheet","calls_urlfetch","calls_bigquery","calls_trigger","calls_properties","calls_drive","writes_sheet_likely","network_flags","bigquery_flags","ingestion_flags","trigger_flags","secret_flags","drive_flags","raw_key","raw_value","notes","created_at","updated_at"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","EXPORT_SUMMARY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","","","EXPORT","","","","","","","","INFO","","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_SHEETS\EXPORTS_CSV\RUN-20260620-120040\APPS_SCRIPT_PULL_FRESH","","","","","","","","","YES","","","","","","","","","","","","","","","","","","","","run_dir","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_SHEETS\EXPORTS_CSV\RUN-20260620-120040","VALID fresh CLASP pull/export. Reauth integrated. No clasp push. No clone. No broker/order/sizing/secret.","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","SCRIPT_INVENTORY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","appsscript","appsscript.json","MANIFEST","","","","","","","","LOW","","appsscript.json","347","18","347","23432d6f4f86790f1ff4370b7e243c263b72bb2db14c380a293eb06e1c6aba57","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","","","","","","","","","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","SCRIPT_INVENTORY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","","","","HIGH","","mvpqaic_00_setup_p0.js","8054","125","8017","ca8ed7286b72541d6c2d199ad1855d2dea2d3fdfc10965b2d5ac27ef696e1abc","7","1","8","4","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","","","","","secret/token keyword detected","","","","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","onOpen","INTERNAL","","34","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","34","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Setup_P0","PUBLIC","MVPQAIC","46","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","46","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Status_P0","PUBLIC","MVPQAIC","69","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","69","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetOrCreateSheet_","PUBLIC","MVPQAIC","86","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","86","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_EnsureHeaders_","PUBLIC","MVPQAIC","92","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","92","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_SeedConfig_","PUBLIC","MVPQAIC","100","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","100","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_SetConfigValue_","PUBLIC","MVPQAIC","109","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","109","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetConfigValue_","PUBLIC","MVPQAIC","118","","","INFO","","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","118","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","RISK_HIT","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","95","","","HIGH","RISK_PATTERN","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","risk_line_text","if (!hasAnyHeader) { sheet.getRange(1,1,1,headers.length).setValues([headers]); return; }","Review required before cleanup/delete.","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","RISK_HIT","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","98","","","HIGH","RISK_PATTERN","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","risk_line_text","if (mismatch && sheet.getLastRow() <= 1) sheet.getRange(1,1,1,headers.length).setValues([headers]);","Review required before cleanup/delete.","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","RISK_HIT","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","107","","","HIGH","RISK_PATTERN","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","risk_line_text","if (rowsToAppend.length) sheet.getRange(sheet.getLastRow()+1,1,rowsToAppend.length,4).setValues(rowsToAppend);","Review required before cleanup/delete.","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","RISK_HIT","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_00_setup_p0","mvpqaic_00_setup_p0.js","SETUP_FOUNDATION","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","114","","","HIGH","RISK_PATTERN","mvpqaic_00_setup_p0.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","risk_line_text","if (data[r][0] === key) { sheet.getRange(r+1,2).setValue(value); sheet.getRange(r+1,4).setValue(new Date().toISOString()); return; }","Review required before cleanup/delete.","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","SCRIPT_INVENTORY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","","","","LOW","","mvpqaic_01_knowledge_engine.js","6288","88","6280","16ca74bdfeacca749cd8df6cf60e16ae397525f77b68e347c2ef2e9b9ab59bff","12","0","12","0","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","","","","","","","","","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_SearchKnowledge","PUBLIC","MVPQAIC","14","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","14","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetMethod","PUBLIC","MVPQAIC","32","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","32","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetSignals","PUBLIC","MVPQAIC","34","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","34","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetRiskPlaybook","PUBLIC","MVPQAIC","35","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","35","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GenerateChecklist","PUBLIC","MVPQAIC","36","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","36","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ExplainDecision","PUBLIC","MVPQAIC","46","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","46","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_GetByIdOrSearch_","PUBLIC","MVPQAIC","52","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","52","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_FilterTable_","PUBLIC","MVPQAIC","62","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","62","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ReadTable_","PUBLIC","MVPQAIC","67","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","67","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ProjectRows_","PUBLIC","MVPQAIC","80","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","80","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_BestSummary_","PUBLIC","MVPQAIC","86","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","86","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_01_knowledge_engine","mvpqaic_01_knowledge_engine.js","KNOWLEDGE_SEARCH","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Normalize_","PUBLIC","MVPQAIC","87","","","INFO","","mvpqaic_01_knowledge_engine.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","87","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","SCRIPT_INVENTORY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","","","","LOW","","mvpqaic_02_formatting.js","3855","69","3836","0c09a7465b1b54b1d48109b92cb29bfc0ddfc4093fd3c6b0feeabcd9f91a4b6b","4","1","5","0","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","","","","","","","","","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Format_All","PUBLIC","MVPQAIC","6","","","INFO","","mvpqaic_02_formatting.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","6","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_FormatSheet_","PUBLIC","MVPQAIC","19","","","INFO","","mvpqaic_02_formatting.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","19","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ApplyValidations_","PUBLIC","MVPQAIC","31","","","INFO","","mvpqaic_02_formatting.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","31","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ApplyConditionalFormatting_","PUBLIC","MVPQAIC","48","","","INFO","","mvpqaic_02_formatting.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","48","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_02_formatting","mvpqaic_02_formatting.js","FORMATTING","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","addTextRule","INTERNAL","","52","","","INFO","","mvpqaic_02_formatting.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","52","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","SCRIPT_INVENTORY","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_03_import_csv_seeds","mvpqaic_03_import_csv_seeds.js","IMPORT_SEEDS","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","","","","","","","MEDIUM","","mvpqaic_03_import_csv_seeds.js","3264","67","3248","5f121171e100f3af44c4d134070ba88ba592795140274bb65c509462736ddc8f","3","0","3","3","YES","NO","NO","YES","NO","NO","YES","YES","NO","NO","NO","NO","YES","YES","","","","","","DriveApp detected","","","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_03_import_csv_seeds","mvpqaic_03_import_csv_seeds.js","IMPORT_SEEDS","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Import_CSV_Seeds","PUBLIC","MVPQAIC","16","","","INFO","","mvpqaic_03_import_csv_seeds.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","16","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_03_import_csv_seeds","mvpqaic_03_import_csv_seeds.js","IMPORT_SEEDS","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_ImportSingleCsv_","PUBLIC","MVPQAIC","38","","","INFO","","mvpqaic_03_import_csv_seeds.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","38","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
"RUN-20260620-120040","","2026-06-20T12:01:31.7366590+02:00","FUNCTION_INDEX","MVP_QAIC_CRYPTO_SIGNAL_OS","1OnXtyDAAiQI1_1mkX3AbLiJfRHfWhXdSoi1xwjMpKbrZzqSwWHvbQfIB","mvpqaic_03_import_csv_seeds","mvpqaic_03_import_csv_seeds.js","IMPORT_SEEDS","MVP_QAIC_APPS_SCRIPT_P0B_0.2.2","MVPQAIC_Help_CSV_Folder_Id","PUBLIC","MVPQAIC","55","","","INFO","","mvpqaic_03_import_csv_seeds.js","","","","","","","","","","","","","","","","","","","","","","","","","","","","","function_line","55","","2026-06-20T12:01:31.7366590+02:00","2026-06-20T12:01:31.7366590+02:00"
