p138b3_bucket,migration_id,prompt_id,source_tab,source_row,source_hash,gem_id,record_type,target_sheet,target_row_strategy,p138b_decision,p138b_write_action,p138b_write_ready,p138c_allowed_after_go,protect_locked_reference,duplicate_prompt_id_count,duplicate_source_hash_count,blockers,review_notes
DUPLICATE_REVIEW,MIG-runtime_profile-06dc3a3006bd,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,8,06dc3a3006bd41e3e661f6fde576d5541e27f276e2ad166cd503d451ba871594,GEM_LEXIQUE_EDUCATIONAL,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,UPSERT_BY_PROMPT_ID_AFTER_VALIDATION,REVIEW_DUPLICATE_PROMPT_ID,NO_WRITE_UNTIL_DUPLICATE_DECISION,False,False,False,4,1,,duplicate_prompt_id_count=4
DUPLICATE_REVIEW,MIG-runtime_profile-62dfaf96ca3f,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,9,62dfaf96ca3ff476ca6a320fb1d4d13fbe2b3aea922c964430883d642809c394,GEM_SIGNAL_REVIEW,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,UPSERT_BY_PROMPT_ID_AFTER_VALIDATION,REVIEW_DUPLICATE_PROMPT_ID,NO_WRITE_UNTIL_DUPLICATE_DECISION,False,False,False,4,1,,duplicate_prompt_id_count=4
DUPLICATE_REVIEW,MIG-runtime_profile-275743d43e32,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,10,275743d43e3229358209fd21575e472060133555ced60a594f4de50e98f922ca,GEM_RISK_REVIEW,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,UPSERT_BY_PROMPT_ID_AFTER_VALIDATION,REVIEW_DUPLICATE_PROMPT_ID,NO_WRITE_UNTIL_DUPLICATE_DECISION,False,False,False,4,1,,duplicate_prompt_id_count=4
DUPLICATE_REVIEW,MIG-runtime_profile-6a5cc4bb5121,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,11,6a5cc4bb512189388e9adbfc8079bbf2c750cbd51902979fdaa347b20bb7a571,QAIC_BRIDGE_READONLY,RUNTIME_PROFILE,📘 PROMPT_LIBRARY,UPSERT_BY_PROMPT_ID_AFTER_VALIDATION,REVIEW_DUPLICATE_PROMPT_ID,NO_WRITE_UNTIL_DUPLICATE_DECISION,False,False,False,4,1,,duplicate_prompt_id_count=4
