p138b3_bucket,migration_id,prompt_id,source_tab,source_row,source_hash,gem_id,record_type,target_sheet,target_row_strategy,p138b_decision,p138b_write_action,p138b_write_ready,p138c_allowed_after_go,protect_locked_reference,duplicate_prompt_id_count,duplicate_source_hash_count,blockers,review_notes
PROTECTED_REFERENCE_NO_WRITE,MIG-prompt_01_portfolio_analysis-27d9abf63e93,prompt_01_portfolio_analysis,📘 PROMPT_LIBRARY,12,27d9abf63e935285859e5560b075435ba13c9c4591d2ec82c073d652c9025e17,GEM_PORTFOLIO_REVIEW,PROMPT_CONTRACT,📘 PROMPT_LIBRARY,CREATE_VARIANT_ROW_DO_NOT_OVERWRITE_REFERENCE,PROTECT_LOCKED_REFERENCE,NO_OVERWRITE_REFERENCE_CREATE_VARIANT_ONLY_IF_CORRECTED,False,False,True,2,1,,duplicate_prompt_id_count=2 | locked_reference_preserved
PROTECTED_REFERENCE_NO_WRITE,MIG-prompt_02_market_analysis-110c65610346,prompt_02_market_analysis,📘 PROMPT_LIBRARY,13,110c65610346300d3fc6b408f8db9cbddff2bd4a3061dfd6f0b73b1de49c8c4b,GEM_MARKET_REVIEW,PROMPT_CONTRACT,📘 PROMPT_LIBRARY,CREATE_VARIANT_ROW_DO_NOT_OVERWRITE_REFERENCE,PROTECT_LOCKED_REFERENCE,NO_OVERWRITE_REFERENCE_CREATE_VARIANT_ONLY_IF_CORRECTED,False,False,True,2,1,,duplicate_prompt_id_count=2 | locked_reference_preserved
PROTECTED_REFERENCE_NO_WRITE,MIG-prompt_03_buy_analysis_multi_horizon-312509fe100e,prompt_03_buy_analysis_multi_horizon,📘 PROMPT_LIBRARY,14,312509fe100e7ba73e639c54f29413237d4dc960bbe6046743dc74b8e37922c0,GEM_BUY_REVIEW,PROMPT_CONTRACT,📘 PROMPT_LIBRARY,CREATE_VARIANT_ROW_DO_NOT_OVERWRITE_REFERENCE,PROTECT_LOCKED_REFERENCE,NO_OVERWRITE_REFERENCE_CREATE_VARIANT_ONLY_IF_CORRECTED,False,False,True,2,1,,duplicate_prompt_id_count=2 | locked_reference_preserved
PROTECTED_REFERENCE_NO_WRITE,MIG-prompt_04_volatile_leverage_analysis-34056b179351,prompt_04_volatile_leverage_analysis,📘 PROMPT_LIBRARY,15,34056b17935169260ca01d1de78c42f66a6720272e647368d250b23c8a40b925,GEM_VOLATILE_LEVERAGE_REVIEW,PROMPT_CONTRACT,📘 PROMPT_LIBRARY,CREATE_VARIANT_ROW_DO_NOT_OVERWRITE_REFERENCE,PROTECT_LOCKED_REFERENCE,NO_OVERWRITE_REFERENCE_CREATE_VARIANT_ONLY_IF_CORRECTED,False,False,True,2,1,,duplicate_prompt_id_count=2 | locked_reference_preserved
PROTECTED_REFERENCE_NO_WRITE,MIG-prompt_05_full_trading_review-0b38afb6453c,prompt_05_full_trading_review,📘 PROMPT_LIBRARY,16,0b38afb6453c3862d05892741a507b6d7d63e3923dca9278667bffa50836c95b,GEM_GENERAL_REVIEW,PROMPT_CONTRACT,📘 PROMPT_LIBRARY,CREATE_VARIANT_ROW_DO_NOT_OVERWRITE_REFERENCE,PROTECT_LOCKED_REFERENCE,NO_OVERWRITE_REFERENCE_CREATE_VARIANT_ONLY_IF_CORRECTED,False,False,True,2,1,,duplicate_prompt_id_count=2 | locked_reference_preserved
