"item_id","theme","relative_path","reason","integrated_in_final","archive_allowed"
"ITEM-003213","NOTICE_RUNBOOK","02_BUILD\LEXIQUE_READER_MVP\10_HANDOFF\P22G_20260617_181826\P22F5_20260617_181438_FINAL_REVIEWED_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003660","NOTICE_RUNBOOK","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_HANDOFF_20260618_151630_CLEAN_CANONICAL.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-007969","NOTICE_RUNBOOK","03_DEV\P36_MANUAL_CORRECTION_HANDOFF_20260619-162222\MVP_QAIC_P36_MANUAL_CORRECTION_HANDOFF_20260619-162222.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002391","UI_UX","01_DOCS\VALIDATION\P26B3_20260618_011933\P26B3_BUILD_ASSETS_16_9_P26B3_20260618_011933.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002781","UI_UX","source\Revolut X\v25_31_revolut_fiscal_ledger_builder.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002819","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002820","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\stitch_qaic_crypto_lexicon_mvp.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002821","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\stitch_qaic_crypto_lexicon_mvp_navfix_premium.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002822","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\stitch_qaic_crypto_lexicon_mvp_v4_full_nav_data_fix.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002823","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\stitch_qaic_crypto_lexicon_mvp_v3_revolut_graph.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002824","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\stitch_qaic_crypto_lexicon_mvp_v5_full_nav_data_fix.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002825","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22B_20260617_165033_DETERMINISTIC_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002826","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22B3_20260617_170426_SEALED_DETERMINISTIC_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002827","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22C2_20260617_170904_VISUAL_POLISH_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002828","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22E_20260617_173739_SEALED_WEBAPP_PROVISIONAL.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002829","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22F3A4_20260617_180307_WEBAPP_ORIGINAL_LEXIQUE_DEFINITIONS_PATCHED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002830","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22F4_20260617_180905_WEBAPP_ALL_DEFINITIONS_PATCHED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002831","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B_20260617_191039_WEBAPP_MICRO_UX_POLISH.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002832","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B2_20260617_193439_WEBAPP_MICRO_UX_POLISH_REPAIRED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002833","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B3_20260617_214230_WEBAPP_MICRO_UX_POLISH_FROM_FINAL_ZIP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002834","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B3_20260617_214829_WEBAPP_MICRO_UX_POLISH_FROM_FINAL_ZIP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002835","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23D_20260617_220433_WEBAPP_GRAPHICS_V2_PATCH.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002836","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23D3_20260617_231306_WEBAPP_GRAPHICS_V2_SAFE_REPAIR.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002895","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26B_WEB_VISUAL_ASSETS_16_9_HIGH_QUALITY\03_PACK_ZIP\P26B3_BUILD_ASSETS_16_9_P26B3_20260618_011933.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002907","UI_UX","02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26B_WEB_VISUAL_ASSETS_16_9_HIGH_QUALITY\15_SEALED_RELEASE_ASSETS\P26B3_BUILD_ASSETS_16_9_P26B3_20260618_011933.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002944","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P22F5_20260617_181438_FINAL_REVIEWED_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002945","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P23E_20260617_232213_GRAPHICS_V2_PRODUCT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002946","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24A_20260617_234740_PRODUCT_UX_CONTENT_V3_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002947","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24B_20260617_235247_PRODUCT_V3_REFINEMENT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002948","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24C_20260617_235819_DATASET_UI_POLISH_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002950","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2C_RECOVERY_DOTNET_20260618_124058_DATA_INTEGRATED_UX_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002951","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2D_DIRECT_20260618_125004_ASSETS_VISUAL_INTEGRATED_UX_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002952","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2E1_RECOVERY_20260618_130158_UX_TAXONOMY_REFINED_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002953","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2E1B_20260618_133555_CLEAN_TAXONOMY_REFINED_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002954","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2E2_20260618_134124_HERO_RESTORE_UX_POLISH_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002955","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2E3B_20260618_135134_STRICT_HERO_ASSET_RESTORE_FINALIZED_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002956","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2E4_20260618_135735_RESTORE_VALIDATED_UX_STRICT_HERO_PROTOTYPE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002957","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27A2F_20260618_140248_SEALED_RELEASE_CANDIDATE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002958","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B1_20260618_141200_CSS_ONLY_HERO_READABILITY_PATCH.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002959","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B1F_20260618_141939_SEALED_CSS_ONLY_RELEASE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002960","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B2_20260618_142439_CSS_ONLY_CARDS_DETAIL_READABILITY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002961","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B3_20260618_142705_CSS_ONLY_UX_GLOBAL_POLISH_MAXI.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002962","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B3F_20260618_142926_SEALED_CSS_ONLY_UX_GLOBAL_POLISH_MAXI.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002963","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27B4F_20260618_144159_MAXI_CSS_ONLY_MOBILE_ACCESSIBILITY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002964","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27C1_20260618_152546_DEPLOY_PREVIEW_FROM_P27B_FINAL.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002965","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27C2_20260618_153020_VISUAL_REVIEW_SIGNOFF_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002966","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27C3_20260618_153427_FINAL_PREVIEW_SEALED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002967","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D1_20260618_153839_WEBAPP_READY_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002968","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D2_20260618_154419_HOSTING_STITCH_ANTIGRAVITY_OPTIONS_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002972","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D6B_20260618_163717_INTEGRATION_DESIGN_READONLY_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002974","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D7B_20260618_171810_PRIVATE_PREVIEW_SIGNOFF_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002976","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D9_20260618_172409_PRIVATE_USAGE_MONITORING_LIGHT_PACK.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002977","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D10A2_20260618_174031_UX_REVIEW_SHORT_PATH.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002978","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P27D10C_20260618_174417_NO_POLISH_NEEDED_CLOSURE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002979","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P17B_20260617_133736\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002983","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P17B2_20260617_134211\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-002997","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P23E_20260617_232213\P23E_20260617_232213_GRAPHICS_V2_PRODUCT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003000","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24A_20260617_234740\P24A_20260617_234740_PRODUCT_UX_CONTENT_V3_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003006","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24B_20260617_235247\P24B_20260617_235247_PRODUCT_V3_REFINEMENT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003013","UI_UX","02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P24C_20260617_235819\P24C_20260617_235819_DATASET_UI_POLISH_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003038","UI_UX","02_BUILD\LEXIQUE_READER_MVP\07_SHARE\P17E_20260617_135146\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003042","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P23F_20260617_233142_PUBLICATION_PACK_GRAPHICS_V2_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003044","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P23H_20260617_233940_STOP_OR_NEXT_SCOPE_DECISION_PACK_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003045","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P23H2_20260617_234315_REPAIR_STOP_OR_NEXT_SCOPE_DECISION_PACK_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003046","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24A_20260617_234740_PRODUCT_V3_PUBLICATION_PACK_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003047","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24B_20260617_235247_PRODUCT_V3_REFINEMENT_PUBLICATION_PACK_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003048","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24C_20260617_235819_DATASET_UI_POLISH_PUBLICATION_PACK_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003050","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P25A_20260618_002252_CHANNEL_PREP_MEGA_LOCAL_ONLY.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003051","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P18B_20260617_135647\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003055","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P18D_20260617_140301\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003059","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P22G_20260617_181826\P22F5_20260617_181438_FINAL_REVIEWED_WEBAPP.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003069","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P23F_20260617_233142\files\P23E_20260617_232213_GRAPHICS_V2_PRODUCT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003089","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24A_20260617_234740\files\P24A_20260617_234740_PRODUCT_UX_CONTENT_V3_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003097","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24B_20260617_235247\files\P24B_20260617_235247_PRODUCT_V3_REFINEMENT_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003106","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P24C_20260617_235819\files\P24C_20260617_235819_DATASET_UI_POLISH_BASELINE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003160","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P26B_WEB_VISUAL_ASSETS_16_9_HIGH_QUALITY\03_PACK_ZIP\P26B3_PUBLICATION_ASSETS_16_9_P26B3_20260618_011933.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003172","UI_UX","02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P26B_WEB_VISUAL_ASSETS_16_9_HIGH_QUALITY\15_SEALED_RELEASE_ASSETS\P26B3_PUBLICATION_ASSETS_16_9_P26B3_20260618_011933.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003654","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27A_BASELINE_20260618_140849_FROM_P27A2F_SEALED_RELEASE.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003655","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_144712_FROM_P27B4F_MAXI.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003656","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_145459_FROM_P27B4F_MAXI_RECONCILED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003657","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_150334_CANONICAL_FROM_P27B4F.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003658","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_150512_CANONICAL_FROM_P27B4F.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003659","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_151630_CANONICAL_FROM_P27B4F.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003661","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_152007_LOCAL_STAGE_FROM_P27B4F.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
"ITEM-003662","UI_UX","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27C_FINAL_PREVIEW_BASELINE_20260618_153427_SEALED.zip","ZIP_REQUIRES_SEPARATE_INSPECTION","FALSE","NO"
