record_type,script_file_name,module_family,function_name,function_visibility,functional_role,migration_priority,evidence_text
RISK_HIT,mvpqaic_31_lexique_master_search_cockpit_core.js,KNOWLEDGE_SEARCH,,,KNOWLEDGE_SEARCH,P0,"KNOWLEDGE_SEARCH mvpqaic_31_lexique_master_search_cockpit_core.js risk_line_text sheet.getRange(r, targetCol).setValue(proposed); Review required before cleanup/delete."
RISK_HIT,mvpqaic_31_lexique_master_search_cockpit_core.js,KNOWLEDGE_SEARCH,,,KNOWLEDGE_SEARCH,P0,"KNOWLEDGE_SEARCH mvpqaic_31_lexique_master_search_cockpit_core.js risk_line_text result.sheet.getRange(result.row, col).setValue(update.value); Review required before cleanup/delete."
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,mvpqaicP3iPromptRunQueueStats_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js mvpqaicP3iPromptRunQueueStats_ function_line 1319
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,mvpqaicP3iResponseIntakeQueueStats_,INTERNAL,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js mvpqaicP3iResponseIntakeQueueStats_ function_line 1334
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,mvpqaicP3iJournalAppendQueueStats_,INTERNAL,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js mvpqaicP3iJournalAppendQueueStats_ function_line 1386
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_PromptRunQueueSeedStatus,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_PromptRunQueueSeedStatus function_line 1625
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_PromptRunQueueSeedDryRun,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_PromptRunQueueSeedDryRun function_line 1683
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_PromptRunQueueSeedApplySafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_PromptRunQueueSeedApplySafe function_line 1754
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_PromptWorkflowStatus,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_PromptWorkflowStatus function_line 1855
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4J_existingPromptIds_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4J_existingPromptIds_ function_line 2088
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_ResponseIntakeDryRun,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_ResponseIntakeDryRun function_line 2505
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_ResponseIntakeBuildSafe,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_ResponseIntakeBuildSafe function_line 2535
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalAppendQueueDryRun,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalAppendQueueDryRun function_line 2610
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalAppendQueuePrepareSafe,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalAppendQueuePrepareSafe function_line 2640
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalAppendReviewedSafe,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalAppendReviewedSafe function_line 2712
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_Intake_DryRun,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_Intake_DryRun function_line 2806
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_Intake_BuildSafe,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_Intake_BuildSafe function_line 2807
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalQueue_DryRun,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalQueue_DryRun function_line 2808
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalQueue_BuildSafe,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalQueue_BuildSafe function_line 2809
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_Append_ReviewedSafe,PUBLIC,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_Append_ReviewedSafe function_line 2810
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_ResponseIntakeQueueBuildSafe,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_ResponseIntakeQueueBuildSafe function_line 2811
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_JournalAppendQueuePrepareSafe,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_JournalAppendQueuePrepareSafe function_line 2812
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_JournalAppendReviewedSafe_LegacyAlias,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_JournalAppendReviewedSafe_LegacyAlias function_line 2813
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_scanRunQueueResponses_,PUBLIC,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_scanRunQueueResponses_ function_line 2814
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_scanJournalCandidates_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_scanJournalCandidates_ function_line 2877
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_intakeCandidate_,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_intakeCandidate_ function_line 2916
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_scanApprovedJournalAppends_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_scanApprovedJournalAppends_ function_line 2932
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_journalQueueCandidate_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_journalQueueCandidate_ function_line 2952
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_markQueueRowsForIntake_,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_markQueueRowsForIntake_ function_line 3051
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_markIntakeRowsForJournalQueue_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_markIntakeRowsForJournalQueue_ function_line 3062
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_updateJournalQueueRow_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_updateJournalQueueRow_ function_line 3081
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_readDecisionJournal_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_readDecisionJournal_ function_line 3087
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_isDecisionJournalDuplicate_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_isDecisionJournalDuplicate_ function_line 3119
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_buildDecisionJournalRecord_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_buildDecisionJournalRecord_ function_line 3131
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_buildJournalDraft_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_buildJournalDraft_ function_line 3157
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_quality_,PUBLIC,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_quality_ function_line 3167
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_makeJournalId_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_makeJournalId_ function_line 3220
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_formatIntake_,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_formatIntake_ function_line 3230
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4L_formatJournalQueue_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4L_formatJournalQueue_ function_line 3234
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_PromptRunQueueManualUiOptimizeSafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_PromptRunQueueManualUiOptimizeSafe function_line 3460
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4M_RunAiThenIntakeSafe,PUBLIC,INGESTION_INTAKE,P1,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4M_RunAiThenIntakeSafe function_line 3482
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4O_BatchMaxi_JournalQueuePrepareOnly,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4O_BatchMaxi_JournalQueuePrepareOnly function_line 3744
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4R_GlobalBatchMaxi_ReviewedAppendGuardedSafe,PUBLIC,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4R_GlobalBatchMaxi_ReviewedAppendGuardedSafe function_line 4099
FUNCTION_INDEX,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,MVPQAIC_P4Q_updateJournalQueueCandidate_,PUBLIC,DECISION_JOURNAL,P0,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js MVPQAIC_P4Q_updateJournalQueueCandidate_ function_line 4326
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text add('P10_FUTURE_QAIC_ADVANCED', 'FUTURE', 'Advanced QAIC integration', 'Later advanced engine / Python / BigQuery bridge if needed', 'TODO', 'FUTURE', 'PLANNED', 'MEDIUM', 0.0, 40, '', 'NO', 'JRb', 'Keep future, not blocking MVP.', '', '', 'DRAFT', 'NOT_REQUIRED', 'KEEP_UNTIL_NEXT_PHASE', 'Only after MVP validates usage.'); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.clearContents(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(bannerStartRow, 1, banner.length, width).setValues(banner); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(opSectionRow, 1, 1, width).setValues([opSection.slice(0, width)]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(opHeaderRow, 1, 1, opHeaders.length).setValues([opHeaders]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text if (opRows.length) sheet.getRange(opDataStartRow, 1, opRows.length, opHeaders.length).setValues(opRows); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(phaseSectionRow, 1, 1, width).setValues([phaseSection.slice(0, width)]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(summaryHeaderRow, 1, 1, summaryHeaders.length).setValues([summaryHeaders]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text if (summaryRows.length) sheet.getRange(summaryDataStartRow, 1, summaryRows.length, summaryHeaders.length).setValues(summaryRows); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(detailSectionRow, 1, 1, width).setValues([detailSection.slice(0, width)]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(detailHeaderRow, 1, 1, width).setValues([MVPQAIC_P3I_TRACKER_HEADERS]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text if (values.length) sheet.getRange(detailStartRow, 1, values.length, width).setValues(values); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.clear(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text sheet.getRange(1, 1, 1, width).setValues([headers]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text if (values.length) sheet.getRange(2, 1, values.length, width).setValues(values); Review required before cleanup/delete."
RISK_HIT,mvpqaic_41_phase4_closure_cdc_tracker_core.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_41_phase4_closure_cdc_tracker_core.js risk_line_text queueSheet.getRange(startRow, 1, rowsToWrite.length, currentHeaders.length).setValues(rowsToWrite); Review required before cleanup/delete."
