record_type,script_file_name,module_family,function_name,function_visibility,functional_role,migration_priority,evidence_text
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_setWidths_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_setWidths_ function_line 5331
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_colorHeader_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_colorHeader_ function_line 5337
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_colorStatus_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_colorStatus_ function_line 5343
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_resetFilter_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_resetFilter_ function_line 5356
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_unique_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_unique_ function_line 5361
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_makeRunId_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_makeRunId_ function_line 5366
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2U_errorCode_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2U_errorCode_ function_line 5370
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptFinalDataCleanupResetSafe,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptFinalDataCleanupResetSafe function_line 5388
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptLibraryCleanupCandidatesStatus,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptLibraryCleanupCandidatesStatus function_line 5409
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptQueueCleanupCandidatesStatus,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptQueueCleanupCandidatesStatus function_line 5423
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_rebuildPromptLibrary_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_rebuildPromptLibrary_ function_line 5437
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,addObj,INTERNAL,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js addObj function_line 5475
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_readRuntimePromptRecords_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_readRuntimePromptRecords_ function_line 5561
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,cell,INTERNAL,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js cell function_line 5568
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_buildReferenceFromRuntimeRecord_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_buildReferenceFromRuntimeRecord_ function_line 5602
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_seedCoreAndProfileRows_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_seedCoreAndProfileRows_ function_line 5658
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_profileRow_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_profileRow_ function_line 5697
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_normalizeVariant_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_normalizeVariant_ function_line 5732
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_convertCorruptedBaseToVariant_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_convertCorruptedBaseToVariant_ function_line 5758
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_promptNum_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_promptNum_ function_line 5770
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_defaultGemProfile_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_defaultGemProfile_ function_line 5781
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_promptFamily_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_promptFamily_ function_line 5792
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_buildPromptTemplate_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_buildPromptTemplate_ function_line 5803
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2X_defaultMission_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2X_defaultMission_ function_line 5835
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_rebuildPromptImprovementQueue_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_rebuildPromptImprovementQueue_ function_line 5846
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_libraryCleanup_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_libraryCleanup_ function_line 5879
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_queueCleanup_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_queueCleanup_ function_line 5899
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_normalizeValidationStatus_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_normalizeValidationStatus_ function_line 5910
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_runtimeDisplayName_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_runtimeDisplayName_ function_line 5938
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_queueRuntimeName_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_queueRuntimeName_ function_line 5957
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_formatPromptLibrary_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_formatPromptLibrary_ function_line 5968
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_formatPromptQueue_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_formatPromptQueue_ function_line 5989
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_writeBanner_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_writeBanner_ function_line 6010
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_writeTable_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_writeTable_ function_line 6022
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_readTable_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_readTable_ function_line 6038
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_getSheet_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_getSheet_ function_line 6051
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_mergeHeaders_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_mergeHeaders_ function_line 6059
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_objToRow_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_objToRow_ function_line 6069
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_cloneObj_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_cloneObj_ function_line 6073
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_isBasePrompt_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_isBasePrompt_ function_line 6079
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_baseFromVariant_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_baseFromVariant_ function_line 6083
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_readAiRuntimeNames_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_readAiRuntimeNames_ function_line 6088
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_setWidths_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_setWidths_ function_line 6105
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_resetFilter_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_resetFilter_ function_line 6112
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2V_applyStatusColors_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2V_applyStatusColors_ function_line 6117
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptWorkflowSheetsOptimize,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptWorkflowSheetsOptimize function_line 6151
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptCockpitsRecalculateSafe,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptCockpitsRecalculateSafe function_line 6155
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_PromptWorkflowAuditRepairSafe,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_PromptWorkflowAuditRepairSafe function_line 6159
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_PromptWorkflowSheetsOptimize,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_PromptWorkflowSheetsOptimize function_line 6163
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_repairPromptLibrary_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_repairPromptLibrary_ function_line 6202
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_repairPromptQueue_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_repairPromptQueue_ function_line 6284
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,score,INTERNAL,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js score function_line 6376
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_writeCockpit_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_writeCockpit_ function_line 6398
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_formatPromptLibrary_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_formatPromptLibrary_ function_line 6425
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_formatPromptQueue_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_formatPromptQueue_ function_line 6446
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_baseFormat_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_baseFormat_ function_line 6465
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_colorRowsByColumns_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_colorRowsByColumns_ function_line 6484
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_applyValidation_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_applyValidation_ function_line 6502
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_setColumnWidthIfExists_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_setColumnWidthIfExists_ function_line 6510
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_findHeaderRow_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_findHeaderRow_ function_line 6515
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_readTable_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_readTable_ function_line 6524
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_readKeyValueSheet_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_readKeyValueSheet_ function_line 6540
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_readRuntimeNames_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_readRuntimeNames_ function_line 6550
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_displayRuntimeName_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_displayRuntimeName_ function_line 6561
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_mergeHeaders_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_mergeHeaders_ function_line 6576
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_objToRow_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_objToRow_ function_line 6586
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_clone_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_clone_ function_line 6590
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_basePromptId_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_basePromptId_ function_line 6596
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_normalizeValidationStatus_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_normalizeValidationStatus_ function_line 6602
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AA_promptDetail_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AA_promptDetail_ function_line 6608
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AB_promptDetailFromDraft_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AB_promptDetailFromDraft_ function_line 6633
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AB_clipPromptDetail_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AB_clipPromptDetail_ function_line 6641
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AA_usedByRuntimeNames_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AA_usedByRuntimeNames_ function_line 6647
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AB_runtimeUsedByLabel_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AB_runtimeUsedByLabel_ function_line 6674
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_normalizeHumanReviewStatus_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_normalizeHumanReviewStatus_ function_line 6688
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_normalizeDraftStatus_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_normalizeDraftStatus_ function_line 6694
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_getSheet_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_getSheet_ function_line 6700
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_parisDateTime_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_parisDateTime_ function_line 6708
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Y_errorCode_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Y_errorCode_ function_line 6714
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2Z_clearAllDataValidations_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2Z_clearAllDataValidations_ function_line 6719
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_readTable_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_readTable_ function_line 6754
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_get_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_get_ function_line 6770
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_collectLockedReferences_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_collectLockedReferences_ function_line 6774
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_collectVariants_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_collectVariants_ function_line 6781
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_latestVariant_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_latestVariant_ function_line 6812
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_collectActiveDrafts_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_collectActiveDrafts_ function_line 6823
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_duplicateVariantGroups_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_duplicateVariantGroups_ function_line 6838
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_bestRuntimeId_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_bestRuntimeId_ function_line 6848
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_basePromptId_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_basePromptId_ function_line 6858
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_findIntakeFieldRow_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_findIntakeFieldRow_ function_line 6863
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_getIntakeField_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_getIntakeField_ function_line 6872
FUNCTION_INDEX,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,MVPQAIC_P2AC_setIntakeField_,PUBLIC,PROMPT_OR_AI,P0,PROMPT_ENGINE mvpqaic_11_p1_prompt_quality_core.js MVPQAIC_P2AC_setIntakeField_ function_line 6877
