kind,expected_row_no,expected_item,expected_classification,expected_relative_path,exact_relative_path_present,basename_match_count,basename_match_paths,exact_size_bytes,exact_mtime_utc,diagnosis
selected_archive_noise_from_r20a8,1,architecture_mvp_crypto_stitch_antigravity_google_lexique_first.md,MOVE_TO_99_ARCHIVES_CANDIDATE,,FALSE,1,architecture_mvp_crypto_stitch_antigravity_google_lexique_first.md,,,BASENAME_PRESENT_DIFFERENT_PATH
selected_archive_noise_from_r20a8,2,v25_00_reference_contract_crypto_alpha_ia.js,MOVE_TO_99_ARCHIVES_CANDIDATE,,FALSE,1,Revolut X/v25_00_reference_contract_crypto_alpha_ia.js,,,BASENAME_PRESENT_DIFFERENT_PATH
selected_archive_noise_from_r20a8,3,v25_29_revolut_api_readiness_contract.js,MOVE_TO_99_ARCHIVES_CANDIDATE,,FALSE,1,Revolut X/v25_29_revolut_api_readiness_contract.js,,,BASENAME_PRESENT_DIFFERENT_PATH
selected_archive_noise_from_r20a8,4,v25_31_revolut_fiscal_ledger_builder.zip,MOVE_TO_99_ARCHIVES_CANDIDATE,,FALSE,1,Revolut X/v25_31_revolut_fiscal_ledger_builder.zip,,,BASENAME_PRESENT_DIFFERENT_PATH
