source_path,source_type,function_count,functions,migration_status,next_action
05_EXPORTS/P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_20260622_103845/STATIC_PREVIEW/index.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_20260622_105702/CANONICAL_BINDING_PACK/admin/ADMIN_MONITOR.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P134_NICEGUI_PROMPT_COCKPIT_LOCAL_PRIVATE_20260622_190757/P134_NICEGUI_PROMPT_COCKPIT_STATIC_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P134A_NICEGUI_ROOT_PAGE_LAUNCH_FIX_20260622_193558/P134_NICEGUI_PROMPT_COCKPIT_STATIC_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P135_R2_NICEGUI_OPERATOR_POLISH_COMPAT_FIX_20260622_195252/P134_NICEGUI_PROMPT_COCKPIT_STATIC_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P135B_R3_NICEGUI_UI_RENDER_POLISH_MARKER_FIX_20260622_202343/P134_NICEGUI_PROMPT_COCKPIT_STATIC_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P140_NICEGUI_COCKPIT_REPLICA_RENDERER_20260623_120204/P140_STATIC_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
05_EXPORTS/P172_NICEGUI_PRIVATE_COCKPIT_RENDER_20260624_081937/P172_PRIVATE_COCKPIT_PREVIEW.html,APPS_SCRIPT_OR_WEBAPP_SOURCE,0,,DISCOVERED_READONLY,MAP_TO_PYTHON_OR_ARCHIVE_LEGACY
