"item_id","root_id","relative_path","filename","doc_class","proposed_action","legitimacy_status","freshness_status","archive_allowed"
"ITEM-000003","ROOT_01_MVP_QAIC_PY_DRIVE","01_DOCS\01_CDC\_CDC_MVP_QAIC_PYTHON_MIGRATION_0.1.0.md","_CDC_MVP_QAIC_PYTHON_MIGRATION_0.1.0.md","DOC_SOURCE_TO_COMPARE","REVIEW_COMPARE","REVIEW_REQUIRED","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000004","ROOT_01_MVP_QAIC_PY_DRIVE","01_DOCS\01_CDC\📘_CDC_MVP_QAIC_PYTHON_MIGRATION_0.1.0.md","📘_CDC_MVP_QAIC_PYTHON_MIGRATION_0.1.0.md","DOC_SOURCE_TO_COMPARE","REVIEW_COMPARE","REVIEW_REQUIRED","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000017","ROOT_01_MVP_QAIC_PY_DRIVE","01_DOCS\CDC\CDC_MVP_QAIC_OPERATIONAL_ROADMAP.md","CDC_MVP_QAIC_OPERATIONAL_ROADMAP.md","DOC_SOURCE_TO_COMPARE","REVIEW_COMPARE","REVIEW_REQUIRED","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000018","ROOT_01_MVP_QAIC_PY_DRIVE","01_DOCS\CDC\📘 CDC_MVP_QAIC_OPERATIONAL_ROADMAP.md","📘 CDC_MVP_QAIC_OPERATIONAL_ROADMAP.md","DOC_SOURCE_TO_COMPARE","REVIEW_COMPARE","REVIEW_REQUIRED","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000042","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\P078C_CONTRACT_PLANNING_MATRIX.csv","P078C_CONTRACT_PLANNING_MATRIX.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000043","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\P078C_DOMAIN_SUMMARY.csv","P078C_DOMAIN_SUMMARY.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000044","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\P078C_PRIORITY_SUMMARY.csv","P078C_PRIORITY_SUMMARY.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000045","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\P078C_P2B_NEXT_CONTRACT_SELECTION_QUEUE.csv","P078C_P2B_NEXT_CONTRACT_SELECTION_QUEUE.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000046","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\P078C_P2_DATA_CONTRACTS_PLANNING_REPORT.md","P078C_P2_DATA_CONTRACTS_PLANNING_REPORT.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000047","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\MANIFEST_P078C.json","MANIFEST_P078C.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000048","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_sheets_exports.md","P078C_DRAFT_CONTRACT_sheets_exports.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000049","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_reference_docs.md","P078C_DRAFT_CONTRACT_reference_docs.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000050","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_runtime_metadata.md","P078C_DRAFT_CONTRACT_runtime_metadata.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000051","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_decision_journal.md","P078C_DRAFT_CONTRACT_decision_journal.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000052","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_apps_script_other.md","P078C_DRAFT_CONTRACT_apps_script_other.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000053","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_lexique_kb.md","P078C_DRAFT_CONTRACT_lexique_kb.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000054","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_webapp_ui.md","P078C_DRAFT_CONTRACT_webapp_ui.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000055","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958\CONTRACT_DRAFTS_READONLY\P078C_DRAFT_CONTRACT_gpt_response_intake.md","P078C_DRAFT_CONTRACT_gpt_response_intake.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000056","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P59A4_PY_LIVE_SHEETS_API_DECISION_AND_CONTRACT_20260620\P59A4_PY_LIVE_SHEETS_API_DECISION_AND_CONTRACT.zip","P59A4_PY_LIVE_SHEETS_API_DECISION_AND_CONTRACT.zip","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000059","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\P079_CONTRACT_FIELD_SELECTION_WORKBENCH.csv","P079_CONTRACT_FIELD_SELECTION_WORKBENCH.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000060","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\P079_BLOCKERS_AND_REVIEW_RULES.csv","P079_BLOCKERS_AND_REVIEW_RULES.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000061","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\P079_REQUIRED_OUTPUTS_MATRIX.csv","P079_REQUIRED_OUTPUTS_MATRIX.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000062","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\P079_HUMAN_REVIEW_QUEUE.csv","P079_HUMAN_REVIEW_QUEUE.csv","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000063","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_REPORT.md","P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_REPORT.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000064","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\MANIFEST_P079.json","MANIFEST_P079.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000065","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_apps_script_other.md","P079_FIELD_SELECTION_apps_script_other.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000066","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_decision_journal.md","P079_FIELD_SELECTION_decision_journal.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000067","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_gpt_response_intake.md","P079_FIELD_SELECTION_gpt_response_intake.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000068","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_lexique_kb.md","P079_FIELD_SELECTION_lexique_kb.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000069","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_reference_docs.md","P079_FIELD_SELECTION_reference_docs.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000070","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_runtime_metadata.md","P079_FIELD_SELECTION_runtime_metadata.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000071","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_sheets_exports.md","P079_FIELD_SELECTION_sheets_exports.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000072","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723\FIELD_SELECTION_DRAFTS_READONLY\P079_FIELD_SELECTION_webapp_ui.md","P079_FIELD_SELECTION_webapp_ui.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000118","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_20260622_101245\P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_CONTRACT.json","P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000120","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_20260622_102228\P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_CONTRACT.json","P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000123","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P105_LEXIQUE_METHOD_PROMPT_CONTEXT_WEBAPP_20260622_103204\P105_LEXIQUE_METHOD_PROMPT_CONTEXT_WEBAPP_CONTRACT.json","P105_LEXIQUE_METHOD_PROMPT_CONTEXT_WEBAPP_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000126","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_20260622_103845\P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_CONTRACT.json","P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000135","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_20260622_105702\P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_CONTRACT.json","P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000138","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_20260622_105702\CANONICAL_BINDING_PACK\WEBAPP_BINDING_CONTRACT.md","WEBAPP_BINDING_CONTRACT.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000142","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_20260622_105702\CANONICAL_BINDING_PACK\data\binding_contract.json","binding_contract.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000148","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P108_UI_POLISH_CANONICAL_INDEX_DECISION_GATE_20260622_110317\P108_UI_POLISH_CANONICAL_INDEX_DECISION_GATE_CONTRACT.json","P108_UI_POLISH_CANONICAL_INDEX_DECISION_GATE_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000150","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P108_R1_CANONICAL_INDEX_DEDUP_REPAIR_20260622_111119\P108_R1_CANONICAL_INDEX_DEDUP_REPAIR_CONTRACT.json","P108_R1_CANONICAL_INDEX_DEDUP_REPAIR_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000154","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P109_CANONICAL_INDEX_READONLY_AUDIT_PATCH_PLAN_20260622_111700\P109_CANONICAL_INDEX_READONLY_AUDIT_CONTRACT.json","P109_CANONICAL_INDEX_READONLY_AUDIT_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000157","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P110A_CANONICAL_WEBAPP_INDEX_LOCATOR_READONLY_20260622_112818\P110A_CANONICAL_WEBAPP_INDEX_LOCATOR_CONTRACT.json","P110A_CANONICAL_WEBAPP_INDEX_LOCATOR_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000163","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P110A_R2_LOCATOR_EXPORTS_BOM_REPAIR_20260622_114135\P110A_R2_LOCATOR_EXPORTS_BOM_REPAIR_CONTRACT.json","P110A_R2_LOCATOR_EXPORTS_BOM_REPAIR_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000169","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P110B_HUMAN_CONFIRM_CANONICAL_INDEX_PATCH_PLAN_20260622_115305\P110B_HUMAN_CONFIRM_CANONICAL_INDEX_CONTRACT.json","P110B_HUMAN_CONFIRM_CANONICAL_INDEX_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000174","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413\P112_GEM_PORTFOLIO_PROMPT_MODULE_CONTRACT.json","P112_GEM_PORTFOLIO_PROMPT_MODULE_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000177","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_AFTER_P112_20260622_120852\P111_R1_BINDING_TARGET_CONTRACT.json","P111_R1_BINDING_TARGET_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000180","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_AFTER_P112_20260622_120852\P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_CONTRACT.json","P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000185","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912\P113_PORTFOLIO_INPUT_NORMALIZER_CONTRACT.json","P113_PORTFOLIO_INPUT_NORMALIZER_CONTRACT.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000187","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512\P114_GEM_RUNNER_PAYLOAD_SAMPLE.json","P114_GEM_RUNNER_PAYLOAD_SAMPLE.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000188","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512\P114_GEM_PROMPT_COPY_PASTE.md","P114_GEM_PROMPT_COPY_PASTE.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000189","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512\P114_EXPECTED_GEM_OUTPUT_SCHEMA.json","P114_EXPECTED_GEM_OUTPUT_SCHEMA.json","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
"ITEM-000190","ROOT_01_MVP_QAIC_PY_DRIVE","05_EXPORTS\P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512\P114_RUNNER_REPORT.md","P114_RUNNER_REPORT.md","EVIDENCE_EXPORT_RESIDUAL","CHECK_INTEGRATION_THEN_ARCHIVE","REVIEW_FOR_INTEGRATION_OR_ARCHIVE","CURRENT_OR_RECENT","NO_P203B1_GATE_ONLY"
